id,Make,Driver,Manager,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Charging Cost,Maintenance Cost,Date,Range,Month
828,Maruti Jimny EV,Ivan,Ananya,1.43,140,181.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-04,201.58,8
829,Citroen eC3,Charlie,Maya,2.73,110,126.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-23,140.57,5
830,Honda Clarity EV,George,Sneha,0.0,180,368.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-17,409.49,9
831,Citroen eC3,Ethan,Maya,1.82,110,138.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-10-17,153.57,10
832,Maruti Jimny EV,Fiona,Ananya,2.14,140,186.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-08,206.8,6
833,Nissan ARIYA,Bob,Ramesh,0.0,160,274.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-04-02,305.48,4
834,Nissan ARIYA,Bob,Ramesh,1.25,160,270.0,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-11-20,300.04,11
835,Hyundai Ioniq 5,Julia,Vikram,0.0,185,334.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-07,372.16,7
836,Honda Clarity EV,Alice,Sneha,0.0,180,353.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-23,393.16,8
837,Honda Clarity EV,Hannah,Sneha,0.56,180,370.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-12-15,411.27,12
838,Citroen eC3,Ivan,Maya,0.0,110,136.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-10-16,151.69,10
839,Maruti Jimny EV,Julia,Ananya,2.14,140,182.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-10,202.58,3
840,Honda Clarity EV,Alice,Sneha,2.22,180,363.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-12-04,403.72,12
841,Honda Clarity EV,Charlie,Sneha,1.67,180,367.0,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-15,407.83,6
842,Maruti Jimny EV,Diana,Ananya,2.14,140,177.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-09,196.8,2
843,Citroen eC3,George,Maya,0.91,110,132.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-15,146.91,9
844,Honda Clarity EV,Diana,Sneha,2.22,180,376.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-06,418.16,5
845,Citroen eC3,Ethan,Maya,3.64,110,128.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-02,142.46,5
846,Citroen eC3,Fiona,Maya,2.73,110,130.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-27,144.57,1
847,Honda Clarity EV,Bob,Sneha,2.78,180,351.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-11,390.27,1
848,Maruti Jimny EV,Ivan,Ananya,1.43,140,175.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-05-17,195.25,5
849,Honda Clarity EV,Charlie,Sneha,1.67,180,340.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-09,377.94,5
850,Honda Clarity EV,Alice,Sneha,0.0,180,368.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-02-04,409.72,2
851,Maruti Jimny EV,George,Ananya,3.57,140,178.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-12,198.47,8
852,Nissan ARIYA,Fiona,Ramesh,2.5,160,293.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-09-14,325.71,9
853,Citroen eC3,Ethan,Maya,0.0,110,130.3,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-13,144.8,11
854,Maruti Jimny EV,Fiona,Ananya,1.43,140,170.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-05-12,189.58,5
855,Nissan ARIYA,Ivan,Ramesh,0.62,160,297.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-02-22,330.26,2
856,Nissan ARIYA,Fiona,Ramesh,0.62,160,297.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-04-10,330.82,4
857,Honda Clarity EV,Alice,Sneha,0.56,180,361.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-03-26,401.38,3
858,Hyundai Ioniq 5,Diana,Vikram,0.0,185,357.7,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-08-25,397.49,8
859,Honda Clarity EV,Fiona,Sneha,1.11,180,361.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-10-21,401.49,10
860,Citroen eC3,Julia,Maya,1.82,110,136.6,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-20,151.8,6
861,Citroen eC3,Ivan,Maya,3.64,110,133.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-12-19,148.24,12
862,Hyundai Ioniq 5,Fiona,Vikram,2.7,185,343.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-06,382.16,1
863,Maruti Jimny EV,Alice,Ananya,0.0,140,172.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-04-18,191.36,4
864,Hyundai Ioniq 5,Ivan,Vikram,0.54,185,337.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-06-05,375.49,6
865,Hyundai Ioniq 5,Ethan,Vikram,2.16,185,353.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-05-10,392.83,5
866,Maruti Jimny EV,Diana,Ananya,3.57,140,189.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-06,210.25,8
867,Maruti Jimny EV,Ivan,Ananya,0.0,140,172.0,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-17,191.13,3
868,Hyundai Ioniq 5,Ethan,Vikram,2.7,185,357.7,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-08-03,397.49,8
869,Hyundai Ioniq 5,Hannah,Vikram,0.54,185,346.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-05-28,384.82,5
870,Maruti Jimny EV,Julia,Ananya,1.43,140,183.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-20,203.69,8
871,Honda Clarity EV,Diana,Sneha,1.11,180,342.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-28,380.82,8
872,Citroen eC3,Diana,Maya,0.0,110,130.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-02,144.57,2
873,Honda Clarity EV,Diana,Sneha,0.0,180,373.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-28,414.94,6
874,Hyundai Ioniq 5,Ethan,Vikram,2.16,185,360.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-01,400.6,7
875,Nissan ARIYA,Fiona,Ramesh,1.88,160,284.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-27,316.37,12
876,Honda Clarity EV,Bob,Sneha,0.0,180,365.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-10-20,405.83,10
877,Citroen eC3,Diana,Maya,3.64,110,133.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-25,148.02,9
878,Nissan ARIYA,Charlie,Ramesh,2.5,160,272.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-09-07,302.48,9
879,Nissan ARIYA,Fiona,Ramesh,1.25,160,270.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-04-01,301.04,4
880,Hyundai Ioniq 5,Charlie,Vikram,2.16,185,340.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-12-31,378.49,12
881,Hyundai Ioniq 5,Julia,Vikram,0.0,185,358.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-02-16,398.16,2
882,Nissan ARIYA,Fiona,Ramesh,0.62,160,298.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-02-28,331.26,2
883,Citroen eC3,Ethan,Maya,4.55,110,135.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-07-18,150.46,7
884,Honda Clarity EV,Ivan,Sneha,0.0,180,371.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-28,412.61,9
885,Hyundai Ioniq 5,Ivan,Vikram,2.16,185,360.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-02-17,401.05,2
886,Citroen eC3,Fiona,Maya,0.91,110,138.7,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-26,154.13,6
887,Honda Clarity EV,Julia,Sneha,0.56,180,341.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-20,379.16,6
888,Honda Clarity EV,Julia,Sneha,0.56,180,366.9,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-19,407.72,5
889,Citroen eC3,Hannah,Maya,1.82,110,128.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-25,142.8,6
890,Citroen eC3,Ivan,Maya,3.64,110,134.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-04,149.13,8
891,Hyundai Ioniq 5,Ethan,Vikram,0.0,185,357.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-11,397.05,7
892,Honda Clarity EV,Alice,Sneha,2.78,180,352.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-24,391.71,8
893,Maruti Jimny EV,Julia,Ananya,3.57,140,179.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-01-14,199.36,1
894,Nissan ARIYA,Bob,Ramesh,0.0,160,294.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-10-10,326.82,10
895,Citroen eC3,Fiona,Maya,0.91,110,133.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-10-23,148.24,10
896,Citroen eC3,Bob,Maya,1.82,110,135.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-04-29,150.46,4
897,Nissan ARIYA,Bob,Ramesh,3.12,160,281.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-09-12,312.93,9
898,Maruti Jimny EV,Charlie,Ananya,2.14,140,182.5,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-08,202.8,6
899,Maruti Jimny EV,Ethan,Ananya,3.57,140,171.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-12-07,190.8,12
900,Hyundai Ioniq 5,George,Vikram,2.16,185,352.8,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-09-19,392.05,9
901,Honda Clarity EV,Alice,Sneha,0.0,180,375.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-18,417.05,4
902,Nissan ARIYA,George,Ramesh,0.62,160,270.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-05-12,301.04,5
903,Citroen eC3,Julia,Maya,4.55,110,134.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-10-25,149.46,10
904,Honda Clarity EV,Bob,Sneha,2.78,180,347.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-07,385.71,4
905,Honda Clarity EV,Fiona,Sneha,1.11,180,357.6,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-05,397.38,4
906,Honda Clarity EV,Charlie,Sneha,1.67,180,346.6,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-28,385.16,1
907,Citroen eC3,George,Maya,1.82,110,138.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-21,153.57,5
908,Hyundai Ioniq 5,George,Vikram,2.7,185,364.7,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-02-06,405.27,2
909,Citroen eC3,Julia,Maya,0.91,110,133.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-21,148.02,1
910,Maruti Jimny EV,Fiona,Ananya,0.71,140,183.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-10,203.8,2
911,Hyundai Ioniq 5,Diana,Vikram,2.16,185,366.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-06-29,407.72,6
912,Hyundai Ioniq 5,Ivan,Vikram,2.16,185,332.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-21,369.6,11
913,Hyundai Ioniq 5,Ethan,Vikram,1.62,185,339.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-05-03,376.71,5
914,Hyundai Ioniq 5,Ethan,Vikram,0.54,185,348.1,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-08-22,386.83,8
915,Citroen eC3,Fiona,Maya,3.64,110,124.6,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-04-11,138.46,4
916,Maruti Jimny EV,Julia,Ananya,2.14,140,176.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-09,196.25,10
917,Nissan ARIYA,Ivan,Ramesh,1.88,160,296.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-06,329.93,8
918,Honda Clarity EV,Bob,Sneha,0.0,180,349.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-11,388.05,9
919,Hyundai Ioniq 5,Hannah,Vikram,0.0,185,363.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-09-05,403.38,9
920,Honda Clarity EV,Charlie,Sneha,2.78,180,340.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-15,378.71,6
921,Citroen eC3,Diana,Maya,0.91,110,133.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-04-05,148.35,4
922,Nissan ARIYA,Ivan,Ramesh,3.12,160,290.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-06-30,322.6,6
923,Nissan ARIYA,Ivan,Ramesh,3.12,160,298.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-09-09,331.48,9
924,Honda Clarity EV,Ethan,Sneha,2.22,180,372.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-23,413.72,8
925,Citroen eC3,Alice,Maya,3.64,110,133.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-10,148.02,1
926,Nissan ARIYA,Charlie,Ramesh,3.12,160,286.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-07-30,318.04,7
927,Maruti Jimny EV,George,Ananya,3.57,140,184.5,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-25,205.03,10
928,Maruti Jimny EV,Julia,Ananya,0.0,140,170.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-11-29,189.13,11
929,Maruti Jimny EV,Ethan,Ananya,2.14,140,189.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-24,210.14,8
930,Citroen eC3,George,Maya,2.73,110,124.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-13,138.68,11
931,Nissan ARIYA,Ivan,Ramesh,3.12,160,284.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-02-03,316.26,2
932,Honda Clarity EV,Charlie,Sneha,2.22,180,377.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-03,419.38,6
933,Maruti Jimny EV,Diana,Ananya,3.57,140,180.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-31,201.02,7
934,Nissan ARIYA,George,Ramesh,1.25,160,283.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-11-07,315.26,11
935,Citroen eC3,Charlie,Maya,4.55,110,126.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-17,141.02,5
936,Citroen eC3,Hannah,Maya,3.64,110,128.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-10-07,142.68,10
937,Hyundai Ioniq 5,Charlie,Vikram,1.08,185,332.7,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-15,369.71,1
938,Hyundai Ioniq 5,Julia,Vikram,0.54,185,361.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-09-15,401.49,9
939,Maruti Jimny EV,Diana,Ananya,2.86,140,176.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-01-17,196.36,1
940,Citroen eC3,Diana,Maya,3.64,110,130.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-04-23,144.68,4
941,Maruti Jimny EV,Ethan,Ananya,3.57,140,188.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-22,209.25,6
942,Maruti Jimny EV,Ivan,Ananya,3.57,140,170.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-04,189.69,6
943,Nissan ARIYA,Fiona,Ramesh,0.0,160,294.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-10-07,327.37,10
944,Nissan ARIYA,Diana,Ramesh,1.25,160,276.4,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-06-17,307.15,6
945,Nissan ARIYA,Charlie,Ramesh,1.88,160,276.5,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-06-30,307.26,6
946,Nissan ARIYA,Ethan,Ramesh,2.5,160,279.8,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-03-06,310.93,3
947,Maruti Jimny EV,Ethan,Ananya,0.71,140,172.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-01-24,191.47,1
948,Nissan ARIYA,Bob,Ramesh,1.88,160,294.8,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-29,327.6,12
949,Hyundai Ioniq 5,George,Vikram,2.16,185,360.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-02,401.05,1
950,Nissan ARIYA,Julia,Ramesh,2.5,160,276.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-07-17,307.37,7
951,Nissan ARIYA,Hannah,Ramesh,0.62,160,291.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-07-10,323.6,7
952,Honda Clarity EV,Fiona,Sneha,2.22,180,341.0,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-04,378.94,4
953,Citroen eC3,Fiona,Maya,1.82,110,126.3,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-09,140.35,6
954,Maruti Jimny EV,Ivan,Ananya,2.86,140,185.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-11-29,205.91,11
955,Maruti Jimny EV,Diana,Ananya,1.43,140,176.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-15,196.58,9
956,Hyundai Ioniq 5,Fiona,Vikram,0.54,185,359.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-12-29,399.27,12
957,Citroen eC3,Ivan,Maya,4.55,110,124.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-02,138.35,8
958,Maruti Jimny EV,Bob,Ananya,0.71,140,182.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-05-29,202.91,5
959,Nissan ARIYA,Fiona,Ramesh,3.12,160,273.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-03-14,304.15,3
960,Honda Clarity EV,Fiona,Sneha,0.0,180,370.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-25,411.72,8
961,Hyundai Ioniq 5,Ethan,Vikram,1.08,185,352.1,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-03-25,391.27,3
962,Maruti Jimny EV,Julia,Ananya,1.43,140,179.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-28,199.36,8
963,Nissan ARIYA,Ethan,Ramesh,0.0,160,272.8,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-11,303.15,12
964,Hyundai Ioniq 5,Fiona,Vikram,0.0,185,337.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-08-06,374.49,8
965,Hyundai Ioniq 5,Alice,Vikram,1.62,185,341.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-13,378.94,1
966,Maruti Jimny EV,Alice,Ananya,2.14,140,171.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-16,191.02,2
967,Nissan ARIYA,George,Ramesh,3.12,160,277.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-29,308.48,12
968,Citroen eC3,Julia,Maya,0.0,110,129.0,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-12-23,143.35,12
969,Hyundai Ioniq 5,Ivan,Vikram,2.16,185,341.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-10-28,379.49,10
970,Citroen eC3,Ivan,Maya,2.73,110,126.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-30,140.13,6
971,Hyundai Ioniq 5,Bob,Vikram,0.0,185,336.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-05-19,373.6,5
972,Hyundai Ioniq 5,Diana,Vikram,2.7,185,347.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-08-25,386.16,8
973,Honda Clarity EV,Bob,Sneha,2.78,180,369.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-02,410.94,4
974,Honda Clarity EV,Diana,Sneha,1.11,180,340.9,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-15,378.82,8
975,Honda Clarity EV,Ivan,Sneha,1.67,180,361.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-06,401.49,4
976,Hyundai Ioniq 5,Charlie,Vikram,0.0,185,365.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-24,405.83,11
977,Nissan ARIYA,Charlie,Ramesh,1.25,160,283.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-10-22,314.59,10
978,Citroen eC3,Ivan,Maya,3.64,110,126.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-12-30,140.91,12
979,Honda Clarity EV,Ethan,Sneha,1.11,180,342.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-05,380.49,6
980,Honda Clarity EV,Bob,Sneha,1.11,180,378.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-02-10,420.16,2
981,Maruti Jimny EV,Julia,Ananya,2.14,140,182.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-01-02,203.02,1
982,Citroen eC3,Charlie,Maya,2.73,110,124.3,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-29,138.13,11
983,Maruti Jimny EV,Hannah,Ananya,1.43,140,185.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-01-28,206.36,1
984,Maruti Jimny EV,Fiona,Ananya,3.57,140,189.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-12-20,211.03,12
985,Honda Clarity EV,Hannah,Sneha,2.22,180,364.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-07-07,404.83,7
986,Hyundai Ioniq 5,Bob,Vikram,1.62,185,338.1,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-02-01,375.71,2
987,Maruti Jimny EV,Ivan,Ananya,1.43,140,171.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-29,190.69,10
988,Nissan ARIYA,Alice,Ramesh,0.62,160,268.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-07-04,298.15,7
989,Hyundai Ioniq 5,Charlie,Vikram,2.16,185,342.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-10-06,380.05,10
990,Nissan ARIYA,Ethan,Ramesh,0.0,160,295.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-10-26,327.93,10
991,Nissan ARIYA,George,Ramesh,2.5,160,277.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-09,308.48,8
992,Maruti Jimny EV,Fiona,Ananya,2.14,140,173.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-11,192.69,10
